date,hour_kst,pageviews,visits
2026-09-22,00,2,2
2026-09-22,06,1,1
2026-09-22,07,1,1
2026-09-22,08,1,1
2026-09-22,09,1,1
2026-09-22,10,1,1
2026-09-22,11,1,1
2026-09-22,13,8,8
2026-09-22,14,1,1
2026-09-22,15,1,1
2026-09-22,16,1,1
2026-09-22,17,3,3
2026-09-22,18,1,1
2026-09-22,19,2,2
2026-09-22,20,2,2
2026-09-22,21,2,2
2026-09-22,22,9,9
2026-09-22,23,8,8
