date,hour_kst,pageviews,visits
2026-09-20,00,7,7
2026-09-20,01,2,2
2026-09-20,09,2,2
2026-09-20,10,1,1
2026-09-20,11,3,3
2026-09-20,12,6,6
2026-09-20,13,5,5
2026-09-20,14,1,1
2026-09-20,15,3,3
2026-09-20,16,2,2
2026-09-20,18,1,1
2026-09-20,19,4,4
2026-09-20,20,3,3
2026-09-20,21,2,2
2026-09-20,22,2,2
2026-09-20,23,1,1
