date,hour_kst,pageviews,visits
2026-09-16,00,1,1
2026-09-16,01,1,1
2026-09-16,04,1,1
2026-09-16,06,1,1
2026-09-16,07,2,2
2026-09-16,08,1,1
2026-09-16,09,1,1
2026-09-16,13,1,1
2026-09-16,15,3,3
2026-09-16,16,5,5
2026-09-16,17,2,2
2026-09-16,18,2,2
2026-09-16,19,2,2
2026-09-16,21,1,1
2026-09-16,22,3,3
2026-09-16,23,6,6
