date,hour_kst,pageviews,visits
2026-09-19,00,2,2
2026-09-19,01,1,1
2026-09-19,03,1,1
2026-09-19,08,1,1
2026-09-19,09,2,2
2026-09-19,11,1,1
2026-09-19,13,2,2
2026-09-19,15,2,2
2026-09-19,16,1,1
2026-09-19,17,3,3
2026-09-19,18,4,4
2026-09-19,19,4,4
2026-09-19,20,4,4
2026-09-19,21,3,3
2026-09-19,22,1,1
2026-09-19,23,7,7
